DesignName,ParticipantID,TrialID,Block1,VV,OC,visualSearchTime,ErrorCount
Preattention-Experiment,5,217,1,OrientationSize,Medium,8773,0
Preattention-Experiment,5,218,1,OrientationSize,Large,1974,0
Preattention-Experiment,5,219,1,OrientationSize,Large,1304,0
Preattention-Experiment,5,220,1,OrientationSize,Small,1265,0
Preattention-Experiment,5,221,1,OrientationSize,Medium,2224,0
Preattention-Experiment,5,222,1,OrientationSize,Medium,1249,0
Preattention-Experiment,5,223,1,OrientationSize,Small,2770,2
Preattention-Experiment,5,224,1,OrientationSize,Large,5232,0
Preattention-Experiment,5,225,1,OrientationSize,Large,3087,0
Preattention-Experiment,5,226,1,OrientationSize,Large,5112,0
Preattention-Experiment,5,227,1,OrientationSize,Medium,2333,0
Preattention-Experiment,5,228,1,OrientationSize,Small,3781,0
Preattention-Experiment,5,229,1,OrientationSize,Small,1977,0
Preattention-Experiment,5,230,1,OrientationSize,Medium,7785,0
Preattention-Experiment,5,231,1,OrientationSize,Large,3329,0
Preattention-Experiment,5,232,1,OrientationSize,Medium,2276,0
Preattention-Experiment,5,233,1,OrientationSize,Small,1415,0
Preattention-Experiment,5,234,1,OrientationSize,Small,3367,0
Preattention-Experiment,5,235,2,Size,Medium,924,0
Preattention-Experiment,5,236,2,Size,Large,868,0
Preattention-Experiment,5,237,2,Size,Large,747,0
Preattention-Experiment,5,238,2,Size,Small,490,0
Preattention-Experiment,5,239,2,Size,Medium,512,0
Preattention-Experiment,5,240,2,Size,Medium,554,0
Preattention-Experiment,5,241,2,Size,Small,782,0
Preattention-Experiment,5,242,2,Size,Large,915,0
Preattention-Experiment,5,243,2,Size,Large,682,0
Preattention-Experiment,5,244,2,Size,Large,669,0
Preattention-Experiment,5,245,2,Size,Medium,585,0
Preattention-Experiment,5,246,2,Size,Small,494,0
Preattention-Experiment,5,247,2,Size,Small,467,0
Preattention-Experiment,5,248,2,Size,Medium,481,0
Preattention-Experiment,5,249,2,Size,Large,724,0
Preattention-Experiment,5,250,2,Size,Medium,739,0
Preattention-Experiment,5,251,2,Size,Small,637,0
Preattention-Experiment,5,252,2,Size,Small,546,0
Preattention-Experiment,5,253,3,Orientation,Medium,502,0
Preattention-Experiment,5,254,3,Orientation,Large,596,0
Preattention-Experiment,5,255,3,Orientation,Large,499,0
Preattention-Experiment,5,256,3,Orientation,Small,556,0
Preattention-Experiment,5,257,3,Orientation,Medium,573,0
Preattention-Experiment,5,258,3,Orientation,Medium,709,0
Preattention-Experiment,5,259,3,Orientation,Small,1076,0
Preattention-Experiment,5,260,3,Orientation,Large,611,0
Preattention-Experiment,5,261,3,Orientation,Large,887,0
Preattention-Experiment,5,262,3,Orientation,Large,648,0
Preattention-Experiment,5,263,3,Orientation,Medium,635,0
Preattention-Experiment,5,264,3,Orientation,Small,968,0
Preattention-Experiment,5,265,3,Orientation,Small,608,0
Preattention-Experiment,5,266,3,Orientation,Medium,537,0
Preattention-Experiment,5,267,3,Orientation,Large,703,0
Preattention-Experiment,5,268,3,Orientation,Medium,628,0
Preattention-Experiment,5,269,3,Orientation,Small,492,0
Preattention-Experiment,5,270,3,Orientation,Small,526,0
